oocyte #1,oocyte #3,oocyte #4,pronuclear #3,pronuclear #4,pronuclear #2,zygote #1,zygote #2,2 cell #1,2 cell #5,2 cell #6,4 cell #1,4 cell #2,4 cell #3,4 cell #4,8 cell #3a,8 cell #6a,8 cell #7a,8 cell #1b,8 cell #2b,8 cell #3b,8 cell #4b,8 cell #5b,8 cell #3c,8 cell #5c,8 cell *,morula #1,morula #4,morula #5,
SECISBP2,33.59,22.42,25.43,41.21,37.18,37.34,29.61,39.52,30.25,18.15,25.69,36.18,14.38,0.1,30,1.11,4.5,0.08,1.45,9.45,1.01,0.74,10.81,2.97,0.03,10.36,2.36,1.34,1.72
SEMA4D,22.91,3.67,10.31,2.5,5.94,6.64,3.59,12.65,2.42,1.27,0.77,0.78,0.87,5.63,2.8,0.3,0.63,2.4,5.11,1.74,0.87,5.33,0.55,1.35,3.47,1.05,0.32,0.1,2.65
SET,17.36,15.71,27.33,62.53,79.12,86.66,62.06,48.86,42.84,24.22,52.12,25.15,53.12,46.49,30.87,80.2,51.11,108.97,38.38,10.22,21.75,10.42,4.4,41.54,37.84,12.3,47.38,89.45,101.2
SETX,0.03,0.78,1.15,2.81,1.52,2.25,5.78,4.99,3.44,1.32,12.46,10.9,3.74,3.06,7.32,20.25,13.4,13.89,1.99,7.46,4.89,12.82,5.68,7.12,23.38,18.15,6.09,4.62,4.45
SH2D3C,0.03,0,0,0.02,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0.67,0,0.58,0,3.92,0.03,0,0,0,0
SH3GL2,0.03,2.53,0.8,1.53,1.89,5.05,9.94,2.9,7.56,2.86,4.2,4.57,5.08,0.1,7.29,0,0.06,0,6.48,0,0,0,0,0,0.03,0.01,0,0.88,0.37
SH3GLB2,2.57,3.35,5.5,6.67,10.73,22.81,14.09,13.55,9.74,5.02,11.16,17.85,2.42,0.1,25.74,0.26,2.15,0.27,14.32,0.28,0.46,7.85,11.89,1.39,2.97,1.38,0.61,1.66,1.28
SHB,0.03,2.69,0.5,2.15,6.85,3.85,1.63,1.71,3.29,0.36,0.92,4.06,1.29,0.1,1.24,3.35,0.25,0.46,0.03,0.13,0,3.61,6.02,1.39,23.61,0.15,9.34,7.82,4.23
SHC3,0.03,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0.12,0,1.87,0.25,2.68,0.52,0,1.29,0.03,0.12,0,0,0
SIGMAR1,75.91,37.28,60.97,17.54,46.85,37.94,28.65,36.49,56.66,3.83,8.59,10.85,12.16,11.39,55.72,0.39,4.55,6.71,16.46,3.34,1.41,14.1,21.64,12.13,3.32,27.45,54.96,14.09,6.08
SLC1A1,0.03,0.46,0,0,0,0.05,0,0.15,0,0,0.27,0.17,0.28,0.1,4.23,0.4,0,0.08,0.03,0.66,0.48,0,0,0,0.03,18.5,0,0,1.11
SLC24A2,0.03,6.86,4.02,3.67,1.4,5.61,4.78,0.69,10.56,2.29,1,1.33,0,0.1,0.71,1.08,1.81,2.71,0.03,0,0,1.22,0,0.79,1.75,0,0,0,0
SLC25A25,4.43,2.13,4.08,2.62,0.79,1.42,2.76,0.3,0.31,0.44,0.69,1.5,0.77,0.1,1.07,9.16,10.31,17.62,8.06,2.47,4.24,1.86,8.43,3.88,9.76,8.52,0.49,0.37,0.39
SLC27A4,0.03,0.1,0,0.23,0.09,0.1,0.41,0.22,1.47,0.22,0,1.6,4.44,0.1,0.59,0.15,0,0,0.03,1,0,0,0,0,0.03,0.87,17.97,4.66,2.57
SLC28A3,1.43,0.16,0,9.69,10.93,6.04,5.74,2.71,1.98,16.24,3.88,6.6,13.79,0.1,5.59,6.68,0.68,0.13,0.03,0.87,0,0,0,0,7.99,0.27,0.47,0.15,4.54
SLC2A8,1.81,6.39,2.66,21.37,42.56,51.59,15.93,24.62,4.67,6.35,2.42,4.7,6.25,0.1,1.56,3.19,0.1,8.08,0.03,0.55,4.59,7.83,4.93,4.97,3.6,9.43,10.53,0.13,2.34
SLC31A1,1.19,4.31,1.78,8.68,6.15,7.36,4.54,4.83,5.19,6.66,15.08,13.96,1.32,3.55,3.79,11.01,1.42,3.55,0.03,2.8,1.01,3.76,2.95,5.8,0.03,0.31,4.64,2.32,4.12
SLC31A2,11.32,0.87,0,3.92,4.71,8.79,24.08,7.83,5.07,11.39,0,33.74,15.3,0.1,8.8,6.04,3.25,8.54,53.03,1.22,1.9,39.31,0.43,1.09,10.09,19.95,3.06,1.53,0.85
SLC35D2,46.08,23.52,35.72,35.84,33.44,27.77,39.67,34.39,32.2,39.04,41.8,2.71,10.48,0.1,8.68,0.32,0.31,2.78,0.03,0,0,0,3.78,0,0.03,0.09,9.17,12.52,8.07
SLC44A1,10,1.77,3.99,0.05,0.03,0.1,0.18,0.16,0.24,0.25,0.3,0.17,0.39,0.1,0,2.64,0.87,0,3.07,0,0,0,0,10.85,1.73,0.15,0.66,16.17,16.81
SMARCA2,4.81,44.24,11.42,26.18,11.21,9.61,25.46,8.22,16.95,38.19,29.56,28.38,32.1,35.24,9.19,6.21,7.87,4.62,1.64,6.36,1.65,12.52,11.34,3.12,1.49,14.67,0.22,0.7,2.08
SMC2,12.46,17.62,12.17,38.49,26.98,10.85,24.91,29.32,30.55,46.14,20.16,46.75,40.46,59.01,14.8,5.62,6.32,1.49,21.04,29.7,4.3,0.65,2.49,11.43,24.23,3.36,12.28,33.92,33.3
SMC5,0.03,0.81,1.65,3.18,1.55,1.17,1.12,1.52,1.83,2.75,1.8,0.85,6.46,0.1,1.95,6.09,2.13,2.65,0.03,2.97,7.83,3.75,1.08,5.24,0.03,4.71,2.76,3.99,5.08
SMU1,3.08,0.94,1.82,0.25,0.04,0.15,0.29,0.15,0.65,3.13,7.25,0.7,2.83,0.1,0.8,4.25,5.01,6.83,3.3,5.7,2.67,12.74,0.93,3.14,2.06,4.4,1.25,1.43,2.16
SNAPC3,1.61,4.83,9.35,2.45,1.05,0.64,3.88,2.77,1.95,8.76,1.97,3.58,11.26,89.84,0,4.19,16.78,11.01,11.51,19.54,1.79,0,4.78,15.3,4.5,2.51,3.58,18.35,13.85
SNAPC4,0.03,0.11,0,0.08,0.02,0.29,0.1,0.05,0.07,0,0.2,0.17,0.33,0.1,0.43,6.98,2.48,13.8,3.77,4.63,13.52,8.52,4.77,11.2,12.04,11.02,5.25,1.04,1.26
SNX30,3.42,2.36,3.52,2.3,2.6,3.43,5.47,4.79,5.79,9.98,5.2,2.19,2.42,28.29,5.47,1.98,1.5,2.19,7.63,6.54,10.82,1.25,2.71,0.44,0.03,1.1,0.27,2.47,2.09
SOHLH1,0.03,0,0,0.3,0.08,0.01,0.79,0.58,0.78,0.36,0,0.22,0,6.16,0,0.14,0,0.2,0.03,0,1.46,7.08,0,0,0.03,0,0.04,0,0
SPIN1,48.97,154.19,103.55,98,52.45,44.68,98.38,95.3,60.72,68.95,64.54,138.8,35.14,14,57.38,48.75,33.44,52.31,40.72,18.64,13.21,45.9,12.09,37.41,33.61,10.41,21.82,77.46,74.16
SPTAN1,1.6,16.13,5.85,14.26,19.87,35.74,16.52,14.05,22.69,12.92,16.45,37.06,30.97,11.48,45.77,2.31,4,5.25,15.2,7.6,1.76,9.38,10.59,17.61,9.22,10.63,8.56,14.37,8.04
SPTLC1,41.29,48.27,69.09,14.58,23.38,32.66,10.81,18.42,33.13,26.02,22.58,18.5,11.21,0.1,27.28,10.83,2.42,6.51,1.5,26.2,32.89,1.94,6.38,3.75,2.15,3.47,6.38,31.98,34.28
SSNA1,22.88,34.16,5.66,155.82,220.15,227.42,87.91,70,61.94,1.09,8.51,38.32,56.66,6.24,41.09,168.56,100.7,180.35,132.48,66.18,33.74,83.16,80.75,140.88,172.49,52.76,356.28,68.4,38.34
ST6GALNAC6,0.03,0.11,0,0.16,0.2,0.56,0.16,0.04,0.08,0.66,0.65,0.12,0,0.1,0,1,0.13,0.31,1.89,0.37,3.95,2.37,12.08,4.37,0.03,1.65,1.32,1.84,0.16
STOM,29.87,17.3,17.2,4.88,4.52,13.12,10.2,29.92,7.83,11.58,5.55,7.27,0.74,4.21,20.94,89.67,43.85,60.92,27.98,36.54,23.38,3.35,20.29,43.61,3.86,32.58,22.28,20.35,17.75
STOML2,146.92,99.54,120.68,65.81,131.71,175.21,115.85,115.65,198.02,108.43,177.41,324.03,322.98,188.43,386.62,135.66,176.06,139.06,310.29,256.6,451.09,351.69,668.41,158.2,213.45,211.75,281.64,154.84,107.74
STRBP,52.98,41.49,53.03,90.02,52.67,57.62,46.53,57.83,85.65,63.93,62.4,120.97,57.48,69.46,60.21,11.85,7.84,8.23,1.5,0.5,0.33,0.45,6.85,4.77,5.91,10.64,11.99,31.51,31.26
STX17,2.11,5.5,5.49,5.65,4.1,5.47,3.85,3.79,6.11,4.26,8.67,3.55,14.02,0.1,5.98,2.86,0.14,1.18,1.46,0.19,5.08,0.37,0.98,0.37,0.03,2.73,0.78,1.75,0.98
STXBP1,0.03,2.01,0,0.13,0.3,0.2,2.46,0.19,0.57,1.18,1.63,3.06,0,0.1,2.01,0.39,0,0.22,2.16,3.49,0.62,0,0,17.26,0.03,0.31,1.37,0.62,0.06
SURF1,0.03,19.04,12.58,7.64,9.05,7.84,21.93,13.66,8.27,20.57,22.39,19.44,20.28,0.1,22.28,18.34,0.56,0,0.03,0.48,2.88,14.42,0,31.66,0.03,24.12,54.32,7.77,37.86
SURF2,0.03,0.28,0,2.98,4.42,4.33,2.63,1.21,4.87,0.79,2.39,20.4,5.72,8.18,0.45,27.11,47.84,39.97,5.91,29.95,36.16,84.13,122.3,85.46,186.78,19.48,56.34,8.89,2.53
SURF4,36.43,23.82,17.41,39.6,56.56,85.03,52.9,35.6,41.66,20.74,13.64,69.78,45.03,13.34,27.72,81.18,67.58,76.41,47.31,71.94,147.14,85.76,83.92,18.35,104.47,132.48,58.86,10.66,11.48
SURF6,0.03,0.11,0.63,1.77,0.19,0.2,0.15,0.04,0.44,2.93,0.63,1.79,0.61,0.1,0,45.34,27.24,51.39,85.46,50.93,3.35,46.01,75.58,26.07,75.11,27.17,24.48,24.2,22.69
SUSD1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.66,0.89,0,2.92,0.03,0,0,2.65,0.71,0,0.03,0,0.16,0.98,0.56
SUSD3,164.43,238.32,267.4,233.87,365.26,264.44,217.8,406.65,313.32,107.91,220.74,229.48,318.39,40.94,282.62,22.06,23.76,26,31.82,73.66,227.93,52.76,165.96,39.99,6.7,79.21,0.67,1.86,0
SVEP1,8.73,4.81,4.38,2.33,3.67,3.21,3.48,3.06,4.39,7.96,1.54,5.32,3.94,6.84,5.79,0.5,0.12,1.25,9.84,0.21,3.19,2.22,1.89,0,2.37,0.69,0.25,0,0
SYK,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0.89,0.03,0,1.24,0.82,0.66
TAF1L,0.03,0.75,0,0.36,0.54,0.44,0.61,0.79,1.45,0.67,1.94,5.62,3.76,15.85,1.73,1.22,0.16,1.8,0.03,2.13,1.17,4.88,2.76,0,1.05,0.04,0,0.07,0
TAL2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,98.38,6.56,0,0.95,0,0,0.03,0,0,0,0
TBC1D13,0.03,0.32,3.18,0.41,0.78,0.7,0.35,0.95,0.15,0,1.33,0,0.99,0.1,0.42,29.68,54.84,50.09,13.32,30.87,36.11,38.23,7.35,47.6,40.28,24.91,29.57,11.64,9.24
TBC1D2,2.63,4.21,1.41,3.82,3.93,4.49,4.34,2.61,6.01,6.71,0.79,3.1,11.82,11.04,8.97,0.38,1.07,1.73,2.42,1.15,0,0,6.76,0,0.03,1.03,3.58,0.38,0.77
TDRD7,35.18,53.98,29.02,16.67,5.81,5.37,24.63,25.34,32.1,29.47,37.49,12.08,38.92,18,43.08,0,0,0.58,0.03,0.33,1.77,19.08,0,5.49,3.49,8,2.35,1.45,2.28
TEK,18.25,12.9,11.83,36.38,34.31,5.67,27.21,9.62,10.24,21.31,6.67,14.15,4.24,25.32,10.32,0.75,5.45,0,1.9,8.7,1.46,0.52,2.84,0.77,1.15,14.63,0,0.24,0.13
TESK1,4.45,2.13,1.44,15.14,25.29,48.31,20.32,13.43,16.32,1.85,2.35,35.76,38.61,14.32,16.5,28.94,24.45,59.35,30.27,14.58,10.03,9.94,7.45,19.35,18.6,10.78,25.61,7.34,8.24
TEX10,4.1,3.66,1.85,3.65,3.14,2.95,9.8,5.92,11.87,6.82,5.15,25.04,16.81,19.1,14.31,15.76,11.83,35.6,68.87,0.9,19.54,34.5,10.01,1.04,63.48,14.09,33,28.11,34.5
TGFBR1,13.92,22.16,21.38,19.44,12.99,9.79,15.2,16.41,8.01,24.47,15.53,8.23,31.61,3.17,21.54,9.22,5.57,5.67,3.45,4.97,11.59,4.52,8.27,0.38,1.39,3.46,4.18,15,19.43
TJP2,6.21,8.88,10.15,1.94,0.55,1.69,0.76,1.74,1.17,7.2,2.98,0.82,3.58,3.15,0.45,2.47,9.57,5.11,14.49,3.18,4.92,42.77,10.55,14.86,3.73,0.57,1.73,28.26,24.67
TLE1,9.7,11.09,4.08,5.63,9.62,3.63,8.07,11.34,4.73,7.96,4.5,10.05,8.48,30.29,7.17,5.71,3.47,4.1,0.03,2.96,0,0,10.6,2.24,4.37,6.5,27.09,45.98,57.74
TLE4,1.4,2.05,0.74,1.73,1.65,0.68,4.98,1.3,5.55,4.79,5.59,4.62,13.47,2.88,1.42,19.38,0.52,10.05,1.25,8.36,4.08,4.9,28.71,8.48,3.68,25.18,1.36,2.07,3.48
TLN1,0.03,0.12,1.01,0.19,0.05,0.5,0.04,0.1,0.33,0.2,1.08,0.51,0.77,2.95,0.84,0,0.05,0.09,0.03,0,0,1.27,0.51,1.99,0.03,0.23,0.12,0.49,0.05
TMC1,0.03,0,0,0.04,0.06,0.15,0.01,0.03,0.2,0,0,0.08,0,0.1,0.66,0,0,0.71,0.03,0,0,0,0,0,0.03,0,0,0.19,0.06
TMEFF1,1.77,6.03,16.73,3.95,2.59,0.56,0.89,7.7,13.39,14.16,18.59,2.33,50.97,0.1,0.31,0.36,0,0,0.03,0,0,0,0,9.35,0.03,0.01,7.5,48.37,39.97
TMEM141,0.03,8.6,0,1.89,4.28,7.99,1.66,0,2.41,0,0.51,0,2.73,0.1,22.17,0.25,16.82,0.52,0.03,0,1.77,36.87,0,8.58,4.57,4.47,52.95,7.09,12.45
TMEM2,2.42,21.1,4.55,26.79,21.26,18.95,41.31,23.23,26.45,36.09,32.58,105.93,108.79,37.41,52.02,15.08,14.47,5.95,10.35,34.44,39.39,62.25,35.89,8.54,8.55,39.35,1.08,0.1,0.54
TMEM203,0.03,0.63,0,3.44,11.54,17.74,12.66,4.83,3.82,8.48,0.71,0.36,0,4.19,0,13.81,9.7,0.66,4.94,5.89,0.93,0,0.62,34.23,118.72,0.15,49.15,33.8,47.78
TMEM38B,14.34,15.82,11.81,8.33,5.06,2.07,1.92,3.42,1.3,1.3,0.92,1.48,6.04,0.1,0,18.13,20.05,11.35,3.24,12.06,1.01,7.44,2.11,3.81,3.64,8.54,8.48,37.1,29.35
TMEM8B,0.03,0.09,0.73,0.22,0.63,0.26,0.39,0.06,2.2,0.26,0.74,2.54,2.04,12.45,1.35,0,0,0.31,0.03,0.34,0,0,0.81,0,0.03,0.75,0,0,0
TMOD1,189.25,144.56,155.82,87.35,104.09,114.72,115.65,114.18,98,118.17,167.36,78.55,83.38,97.24,71.74,6.94,21.09,10.55,8.56,13.48,11.49,11.92,44.38,8.77,24.01,11.57,8.6,9.28,9.08
TNFSF8,0.03,1.75,0.51,0,0.01,0,0,0,0.81,0,0,0,3.58,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0.06,0,0,0
TOMM5,32.12,26.04,31.54,53.47,46.53,26.16,145.53,89.2,114.02,71.67,112.8,170.28,133.13,10.85,78.83,440.05,537.72,258.75,348.25,508.64,166.37,213.45,547.04,426.89,235.47,420.93,417.55,524.97,426.89
TOPORS,2.7,20.73,20,161.67,81.18,59.01,36.87,24.61,61.11,75.39,72.99,94.68,33.05,23.03,13.89,164.04,114.18,119.32,4.83,177.73,13.74,48.92,37.06,65.32,89.77,78.14,6.42,11.87,12.81
TOR1A,28.49,24.56,25.68,30.66,21.38,39.52,70.13,41.71,40.37,11.71,24.98,47.92,23.42,64.78,29.29,126.92,147.14,134.38,72.31,77.07,70.32,126.35,70.13,79.12,157.89,84.67,69.02,27.7,39.37
TOR1B,0.03,0,0.45,0.47,0.74,0.03,0.58,1.93,0,1.02,0.61,4.86,1.14,3.35,0.54,246.56,176.95,239.08,79.65,236.66,50.86,153.67,167.36,262.2,258.75,223.31,36.23,37.41,36.31
TOR2A,52.35,28.14,44.41,19.22,44.01,69.85,28.52,59.8,18.54,1.76,21.33,21.14,4.03,6.14,19.74,7.37,8.48,0.98,29.1,14.48,30.95,15.9,10.45,1.57,5.8,4.93,2.42,0.07,0.74
TPM2,0.03,0,0,0,0,0.04,0,0,0,0,0.29,0,0,5.36,0.46,18.02,37.94,25.05,10.82,47.31,4.98,98.25,132.48,55.36,61.99,36.82,64.29,14.91,17.33
TPRN,0.03,0,0,0.39,0.5,0.07,0.37,1.45,0.09,0,0,0,0,0.1,0,0.17,0,3.1,1.8,0,0,0,0.84,0,0.03,0.05,5.01,0.04,0.31
TRAF1,0.03,0,0,0.1,0,0.05,0.23,0.18,0.1,0,0,0,0,0.1,0.26,0,0,0,0.03,2.99,0.57,0.54,0,0,0.03,0.2,0,0,0
TRAF2,0.03,0.2,1.26,11.7,10.78,23.05,4.5,3.71,14.65,1.62,18.79,10.54,2.61,0.1,10.26,18.91,7.93,27.35,7.85,7.42,5.65,38.7,16.35,19.48,31.19,23.29,12.38,1.46,4.11
TRIM14,15.14,4.44,8.56,2.1,0.7,3.91,0.48,1.74,0.2,1.74,0.39,0.21,0.6,0.1,1.78,0,0.16,0,0.03,0,0,0,0,0,0.03,0.12,0.11,1.23,0.46
TRIM32,15.96,4.19,2.24,18.66,37.75,33.13,39.2,35.79,62.47,32.58,19.99,36.35,54.74,29.63,17.04,1.08,0.16,4.31,7.59,12.61,1.69,18.1,38.7,0,0.03,3.6,5.35,2.56,5.45
TRPM3,0.03,0,0,0,0.04,0,0,0,0.47,0.19,0,0.6,0,0.1,0,0.54,0.3,0,1.13,0,0,0,0,0,0.03,0.23,0,0,0
TRPM6,0.03,0,0,0,0,0,0,0,0,0,0,0.07,0.81,0.1,0.26,1.42,1.75,3.73,1.31,2.2,0.43,0.4,2,3.06,5.97,0.27,2.92,2.85,4.54
TRUB2,0.03,0.69,0,3.87,0.8,2.98,5.58,5.08,3.5,2.15,0,5.97,0.4,0.1,0.88,30.63,14.69,31.82,101.01,48.55,75.32,53.42,89.77,34.25,7.42,21.85,50.4,24.79,13.3
TSC1,2.25,5.02,2.06,6.18,4.82,3.75,10.01,4,5.43,5.53,5.22,7.49,9.71,10.59,6.12,0.62,4.12,1.27,2.36,0.57,15.34,2.7,4.15,3.17,5.51,0.86,0.14,1.68,1.98
TSTD2,151.98,108.25,119.12,59.5,78.07,88.55,84.41,91.41,79.12,91.19,133.63,92.65,59.62,76.41,63.41,5.16,14.34,9.62,10.02,7.39,9.35,8.91,32.02,6.95,20,7.26,5.86,6.56,7.21
TTC16,10.4,3.33,7.86,0.91,1.4,3.46,1.94,5.4,0.38,0.8,2.04,0.49,0.95,3.31,1.26,0.55,0.59,0.09,9.92,1.14,3.96,1.89,1.9,0,0.03,0.2,0.03,0,0.07
TTC39B,0.03,1.59,0.79,0,0.02,0.24,0,0,0,0.42,0,0,0,0.1,0,0.13,0.13,4.21,7.27,0.82,3.38,0.43,0.73,0,4.2,1.48,1.19,0.16,2.14
TTF1,28.45,17.18,3.28,50.86,63.1,53.98,12.23,28.23,29.93,14.76,27.13,29.27,7.11,0.1,1.74,55.28,34.44,35.57,59.87,57.02,25.68,3.81,6.92,20.91,2.85,2.66,13.39,14.51,10.66
TTLL11,0.03,0.27,0,0.54,0.77,0.15,0.31,0.18,0.51,0,0,0.38,0,0.1,0,0,1.34,2.54,6.49,5.34,13.16,2.23,8.98,0,0.03,0.03,0,0,0
TUBB2C,0.03,4.38,0,48.22,33.96,40.2,66.92,7.52,19.61,8.54,22.07,59.74,87.45,14.49,78.64,492.51,679.37,1486.16,540.87,1172.06,564.37,718.53,559.55,913.25,612.05,521.4,673.67,179.45,202.11
TUSC1,22.76,7.66,16.53,6.01,4.39,10.56,7.61,6.56,1.48,2.91,0.67,2.33,3.48,14.01,0.79,5.16,0.07,1.18,0.03,0.95,0.65,0.86,8.56,5.85,1.64,0.84,2.87,1.11,0.74
TXN,55.81,23.84,31.52,3.28,1.65,0.37,2.25,6.33,1.68,16.62,2.74,0.63,17.27,18.71,3.41,148.22,74.93,132.13,66.78,99.7,43.2,31.01,253.2,191.03,207.95,51.75,429.61,847.33,1718.19
TYRP1,0.03,0,0,0.24,0,0.35,0.13,1.9,1.12,0,0.23,0.33,1.02,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
UAP1L1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0.22,0,0,0,0,0.03,0.91,0.91,2.51,2.02
UBAC1,76.17,77.46,102.98,185.18,182.65,258.75,214.08,94.68,103.7,20.07,46.31,51.32,91.69,175.21,17.57,11.12,22.79,26.14,15.51,35.41,77.29,21.68,128.51,16.14,3.83,86.66,20.54,27.15,18.78
UBAP1,6.27,2.85,0,9.8,4.54,8.9,16.49,4.75,10.96,6.14,6.79,14.82,25.74,15.97,20.96,20.52,12.02,30.45,34.61,16.68,25.13,32.45,19.97,54.07,5.77,22.01,12.26,8.91,6.99
UBAP2,0.03,1.93,1,11.38,9.56,4.01,5.42,8.44,6.45,4.26,4.06,11.39,2.29,0.1,1.36,24.05,21.74,62.19,30.39,24.49,6.19,10.25,27.04,41.86,141.71,33.75,41.78,14.15,20.97
UBE2R2,22.66,26.31,25.66,133.44,136.48,111.36,70.58,56.87,78.83,30.57,37.98,119.98,38.7,30.06,51.59,45.23,12.81,49.53,74.3,17.18,38.88,31.21,28.05,8.01,4.47,22.92,23.06,27.35,20.29
UBQLN1,108.43,84.13,105.77,97.81,73.66,71.79,162.63,123.04,151.98,164.95,101.2,71.45,166.37,117.23,122.3,34.14,46.44,59.4,4.24,39.6,24.88,24.72,20.4,47.78,4.83,73.13,14.83,56.12,88.05
UCK1,0.03,0.2,0,0.37,0.19,0.37,1.3,0.06,0.11,0,0.6,0.93,0,0.1,0.47,50.78,20.04,24.4,10.53,75.48,81.18,65.26,42.66,63.93,18.18,18.04,65.51,15.82,11.87
UGCG,15.06,3.36,11.35,22.45,17.16,3.7,4.27,13.83,4.55,17.3,10.25,7.21,0.8,0.1,4.73,4.45,7.38,4.72,9.36,12.67,0.9,1.83,3.62,5.73,0.03,33.47,6.11,1.11,3.79
UHRF2,270.78,221.39,313.32,133.63,148.84,179.02,124.22,219.05,133.13,315.97,136.65,93.86,136.48,181.81,118.34,15.01,18.38,6.09,1.42,29.27,7.34,1.44,0.68,6.52,7.29,18.61,4.02,16.87,11.14
UNC13B,0.03,5,1.85,0.93,1.08,1.65,0.36,0.54,2.55,1.21,0.35,0.93,1.69,0.1,5.69,2.73,1.42,0.46,0.03,0.13,0.34,3.24,6.3,0,0.03,0.08,1.23,2.86,2.59
URM1,0.03,0.8,0.72,0.86,2.06,0.55,1.06,1.38,2.69,0.46,1.08,3.37,3.32,0.1,1.61,16.6,5.22,4.19,4.29,6.79,3,14.28,0.72,19.6,11.15,0.03,26.21,3.59,4.54
USP20,2.51,0.76,0.4,4.12,6.54,5.94,2.49,1.6,2.48,0.46,2.04,7.48,1.75,18.68,5.2,0.81,0.08,0,5.49,0.4,4.42,2.34,1.36,2.3,0.03,2.53,0,0.05,0.05
VAV2,0.03,0,0,0,0,0.01,0.01,0,0.07,0.33,0,0,0,0.1,0,0,0,0.08,0.03,0,0,0,0,0,0.03,0,0.77,1.47,1.06
VCP,1.7,0.32,0.68,2.64,5.34,1.54,3.8,5.66,4.33,0.48,3.71,15.33,1.6,3.01,12.49,101.1,72.73,130.76,76.5,59.87,41.6,25.8,42.17,142.2,62.19,89.94,60.92,31.26,39
VLDLR,1.53,16.15,1.93,6.05,9,1.98,12.99,4.73,6.29,8.97,1.31,6.89,38.64,81.71,27.49,20.83,9.41,17.48,16.69,13.7,1.33,5.42,17.97,7.06,0.03,8.77,0.2,0,0
VPS13A,6.92,2.01,7.32,1.02,0.41,0.54,0.45,1.09,1.86,4.99,1.43,2,2.82,15.74,2.91,0.25,0.28,1.78,0.03,0.95,0,0,0,0.35,0.03,0.72,0.07,4.06,1.17
WASH1,0.03,0,0,0.01,0.05,0,0,0,0.05,0,0,0,0,0.1,0,1.89,0.48,2.79,7.91,0.76,3.54,0,0.7,3.55,9.28,0.11,1.97,0.2,1.66
WDR31,0.03,0.84,2.29,0.66,1.92,0.25,0.27,0.13,0.1,0,0.57,11.1,1.56,0.1,0.3,6.13,0,0,0.03,0,0,0,0,0,0.03,0.22,0,0,0
WDR34,3.64,21.31,7,10.66,12.6,9.41,12.25,9.03,11.09,5.47,3.37,33.59,7.97,13.58,46.14,9.39,8.1,11.92,5.08,7.41,20.69,15.85,53.24,7.27,14.15,7.54,58.52,9.58,8.55
WDR38,7.88,5.62,2.86,0.82,5.27,8.9,7.5,0.94,2.42,1.12,6.65,4.13,1.54,39.86,5.51,1.42,0.26,0.35,66.66,0.98,3.52,1.99,1.07,1.27,14.51,2.56,0.66,0.36,1.5
WDR5,3.1,6.6,11.74,9.77,15.7,9.72,29,6.07,25.27,11.7,2.7,36.28,30.63,9.2,5.62,58.92,54.28,58.46,8.95,52.84,40.48,34.44,36.43,90.96,53.51,49.29,106.36,65.45,46.63
WDR85,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3.15,1.17,17.82,0.03,17.66,1.53,9.16,23.94,22.3,11.74,0.2,16.63,7.05,6.91
WNK2,0.03,0,0,0.22,0.05,0.18,0.08,0,0.06,0,0.39,0.5,0.45,4.97,0.4,0,0.06,0,4.46,0,0,0,0,0,0.03,0.05,0,0.03,0
XPA,4.16,9.54,4.24,3.86,3.79,2.27,1.45,3.52,0.33,0.89,0,1.37,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0.16,5.16,7.64
ZBTB26,0.03,0,0,1.16,0.24,0.01,0.77,0.06,0,0,0.26,0,0,0.1,1.54,0,0,0,0.03,0,0,0,0,0,3.04,0.02,0,5.01,0.66
ZBTB34,25.2,4.1,17.06,0.36,1,0.07,0.28,3.1,0.75,1.52,0.22,0.45,4.26,0.1,0.35,2.37,0.92,7.72,0.03,0,0.26,2.27,0,0.55,0.03,2.87,0.21,1.41,4.81
ZBTB43,4.52,7.56,19.75,35.38,28.96,37.59,21.51,8.93,39.67,10.21,29.35,59.62,15.16,6.8,11.49,7.05,9.25,4.49,2.16,5.63,23.62,1.77,3.68,0.97,5.47,3.35,3.66,0.94,1.75
ZBTB5,1.87,6.16,5.1,19.64,15.93,29.51,37.25,19.66,25.56,21.54,16.64,43.28,24.07,27.64,25.64,14.95,19.29,7.46,0.03,5.21,9.76,18.62,1.64,7.05,3.43,73.66,2.48,2.74,0.77
ZBTB6,1.47,1.71,3.02,0.98,0.37,1.16,9.45,3.43,4.1,17.03,1.08,4.08,0,0.1,1.98,3.58,11.2,4.69,0.03,0,0,0,0,0.43,0.03,1.6,0.68,6.16,2.83
